Conference_name,Speaker,Attendee_list,conference_date,conference_llocation
Universitas Riau,"[{""first_name"":""Marita"",""last_name"":""Ellacott"",""NPI"":""9343151454""}]","[{""first_name"":""Kelcie"",""last_name"":""Roskruge"",""NPI"":""7389956135""},{""first_name"":""Rania"",""last_name"":""Dot"",""NPI"":4901848194},{""first_name"":""Jewell"",""last_name"":""Sutlieff"",""NPI"":""8859292697""}]",3/13/2019,Nikol’sk
University Of Medical Sciences & Technology (UMST),"[{""first_name"":""Kellen"",""last_name"":""Gilmartin"",""NPI"":""8570374437""}]","[{""first_name"":""Cello"",""last_name"":""Snalom"",""NPI"":""5696756093""},{""first_name"":""Tadio"",""last_name"":""Littell"",""NPI"":""2380819815""},{""first_name"":""Abelard"",""last_name"":""Rodie"",""NPI"":""2453494945""},{""first_name"":""Beatrix"",""last_name"":""Dibden"",""NPI"":""4785806230""}]",5/25/2019,Lutun
Savannah State University,"[{""first_name"":""Felisha"",""last_name"":""Abbotts"",""NPI"":""5901153812""}]","[{""first_name"":""Devin"",""last_name"":""Bloss"",""NPI"":""1412701643""},{""first_name"":""Rici"",""last_name"":""Ayllett"",""NPI"":""8735980214""},{""first_name"":""Briano"",""last_name"":""Barthelet"",""NPI"":""9985719786""},{""first_name"":""Virgina"",""last_name"":""Chupin"",""NPI"":""4684494373""}]",4/30/2019,Shixi
King Saud bin Abdulaziz University for Health Sciences ,"[{""first_name"":""Gayla"",""last_name"":""Coggles"",""NPI"":""6390484968""}]","[{""first_name"":""Carola"",""last_name"":""Mepsted"",""NPI"":""1520290950""},{""first_name"":""Shelbi"",""last_name"":""Conahy"",""NPI"":""5505604110""},{""first_name"":""Alastair"",""last_name"":""Standon"",""NPI"":""3784981348""},{""first_name"":""Arri"",""last_name"":""Ackermann"",""NPI"":""7903195441""}]",5/18/2019,Marcq-en-Barœul
Université de Bouaké,"[{""first_name"":""Derril"",""last_name"":""Shortell"",""NPI"":""3929651106""}]","[{""first_name"":""Averil"",""last_name"":""Bateman"",""NPI"":""8773304212""},{""first_name"":""Myrtice"",""last_name"":""Clues"",""NPI"":""0482292237""},{""first_name"":""Alfred"",""last_name"":""Childs"",""NPI"":""6631412293""}]",9/6/2019,Jiḩānah
University of Geneva,"[{""first_name"":""Wolfgang"",""last_name"":""Peek"",""NPI"":""4592756320""}]","[{""first_name"":""Netty"",""last_name"":""Henlon"",""NPI"":""0412527561""},{""first_name"":""Ciel"",""last_name"":""Cappleman"",""NPI"":""7147537114""},{""first_name"":""Bartholomew"",""last_name"":""Twelvetree"",""NPI"":""8653009183""}]",1/21/2019,Wabana
Ohio Northern University,"[{""first_name"":""Tessi"",""last_name"":""Villa"",""NPI"":""2381338020""}]","[{""first_name"":""Suzanne"",""last_name"":""Scrivenor"",""NPI"":""3142067604""},{""first_name"":""Chickie"",""last_name"":""Chivers"",""NPI"":""7366119644""},{""first_name"":""Bev"",""last_name"":""McKleod"",""NPI"":""0105322903""},{""first_name"":""Tadio"",""last_name"":""Littell"",""NPI"":""2380819815""}]",6/6/2019,Honglu
University of North London,"[{""first_name"":""Marlie"",""last_name"":""Charlo"",""NPI"":""3343410578""}]","[{""first_name"":""Shane"",""last_name"":""Fothergill"",""NPI"":""5215506973""},{""first_name"":""Ramonda"",""last_name"":""Schapero"",""NPI"":""4617162100""},{""first_name"":""Karrah"",""last_name"":""Otham"",""NPI"":""5779309256""}]",8/10/2019,Quimper
Universidad Tecnológica de Honduras,"[{""first_name"":""Harland"",""last_name"":""Atwel"",""NPI"":""8384460841""}]","[{""first_name"":""Bobbie"",""last_name"":""Resdale"",""NPI"":""2495975089""},{""first_name"":""Raynell"",""last_name"":""Morin"",""NPI"":""9106007465""},{""first_name"":""Kris"",""last_name"":""Kestle"",""NPI"":""0244857490""}]",2/1/2019,Kyustendil
"Arkansas State University, Beebe","[{""first_name"":""Jonell"",""last_name"":""Casaccia"",""NPI"":""6989816260""}]","[{""first_name"":""Cleve"",""last_name"":""Matteau"",""NPI"":""3853713084""},{""first_name"":""Donnie"",""last_name"":""Killimister"",""NPI"":""1968499628""},{""first_name"":""Amerigo"",""last_name"":""Vreede"",""NPI"":""6193009574""},{""first_name"":""Walker"",""last_name"":""Jouhan"",""NPI"":""3292848067""},{""first_name"":""Dav"",""last_name"":""Bottjer"",""NPI"":""7667532974""}]",7/7/2019,Albacete
Elizabeth City State University,"[{""first_name"":""Doretta"",""last_name"":""Twiddle"",""NPI"":""1758761954""}]","[{""first_name"":""Yardley"",""last_name"":""Ownsworth"",""NPI"":""5458603362""},{""first_name"":""Ellery"",""last_name"":""Ortmann"",""NPI"":""7044669506""},{""first_name"":""Shurwood"",""last_name"":""Deans"",""NPI"":""5326835592""},{""first_name"":""Tab"",""last_name"":""Thowless"",""NPI"":""0784719691""},{""first_name"":""Kim"",""last_name"":""Biermatowicz"",""NPI"":""2613282886""}]",3/17/2019,Sitularang Landeuh
Beijing University of Aeronautics and Astronautics,"[{""first_name"":""Rosabella"",""last_name"":""Sedgeworth"",""NPI"":""8577249271""}]","[{""first_name"":""Marin"",""last_name"":""Hembling"",""NPI"":""2503707335""},{""first_name"":""Elie"",""last_name"":""Gruszecki"",""NPI"":""9476356030""},{""first_name"":""Nora"",""last_name"":""Sweedy"",""NPI"":""9882809901""},{""first_name"":""Morgana"",""last_name"":""Luckes"",""NPI"":""1173496718""},{""first_name"":""Margarete"",""last_name"":""Kiera"",""NPI"":""6760333810""}]",2/6/2019,Chãos
University of Central Oklahoma,"[{""first_name"":""Roselin"",""last_name"":""Ridgeway"",""NPI"":""9649090223""}]","[{""first_name"":""Keriann"",""last_name"":""Bertin"",""NPI"":""0517813653""},{""first_name"":""Marla"",""last_name"":""Trueman"",""NPI"":""4610275910""},{""first_name"":""Christabella"",""last_name"":""Audiss"",""NPI"":""2098530579""},{""first_name"":""Town"",""last_name"":""Tampin"",""NPI"":""4829588411""},{""first_name"":""Arlie"",""last_name"":""Kezar"",""NPI"":""5336862274""}]",11/17/2018,Kebon Tengah
Smolny University,"[{""first_name"":""Marita"",""last_name"":""Ellacott"",""NPI"":""9343151454""}]","[{""first_name"":""Donny"",""last_name"":""Leads"",""NPI"":""6835294825""},{""first_name"":""Prince"",""last_name"":""Tinkham"",""NPI"":""5808297257""},{""first_name"":""Ferne"",""last_name"":""Marfield"",""NPI"":""3696044180""},{""first_name"":""Jeralee"",""last_name"":""Longworthy"",""NPI"":""3870230169""},{""first_name"":""Henrietta"",""last_name"":""Andrieu"",""NPI"":""1183220774""}]",3/30/2019,Agodim
Shaw University,"[{""first_name"":""Ferdinand"",""last_name"":""Knibley"",""NPI"":""3898357457""}]","[{""first_name"":""Mandy"",""last_name"":""Reveland"",""NPI"":""8802790965""},{""first_name"":""Evaleen"",""last_name"":""Stuehmeier"",""NPI"":8497158482},{""first_name"":""Karlik"",""last_name"":""Lackinton"",""NPI"":3953606786},{""first_name"":""Germana"",""last_name"":""Calway"",""NPI"":""8050700925""},{""first_name"":""Urson"",""last_name"":""Dykas"",""NPI"":""6061763980""}]",9/18/2019,Salinas
University of Otago,"[{""first_name"":""Fredrick"",""last_name"":""Hubbucke"",""NPI"":""3054037185""}]","[{""first_name"":""Olav"",""last_name"":""Larmour"",""NPI"":""7621291974""},{""first_name"":""Ivie"",""last_name"":""Mulvin"",""NPI"":""7475706524""},{""first_name"":""Baird"",""last_name"":""Walworche"",""NPI"":""2506404694""},{""first_name"":""Marshall"",""last_name"":""Escala"",""NPI"":""8064436516""}]",6/1/2019,Songshan
Aquinas College,"[{""first_name"":""Tristam"",""last_name"":""Livezey"",""NPI"":""6203610232""}]","[{""first_name"":""Alexandro"",""last_name"":""McKevitt"",""NPI"":""2693198704""},{""first_name"":""Valentin"",""last_name"":""Coplestone"",""NPI"":""6314554896""},{""first_name"":""Breanne"",""last_name"":""Scemp"",""NPI"":""5340844811""},{""first_name"":""Alonso"",""last_name"":""Oakenfall"",""NPI"":""8422000008""}]",5/22/2019,Tokār
Universidad Pedagógica y Tecnológica de Colombia,"[{""first_name"":""Tab"",""last_name"":""Thowless"",""NPI"":""0784719691""}]","[{""first_name"":""Arin"",""last_name"":""Longthorn"",""NPI"":""2911636015""},{""first_name"":""Suzanne"",""last_name"":""Scrivenor"",""NPI"":""3142067604""},{""first_name"":""Pinchas"",""last_name"":""Feronet"",""NPI"":""4229336837""}]",9/9/2019,Baihe
Université de Kairouan,"[{""first_name"":""Sharia"",""last_name"":""Blincowe"",""NPI"":""6727825513""}]","[{""first_name"":""Town"",""last_name"":""Tampin"",""NPI"":""4829588411""},{""first_name"":""Cristie"",""last_name"":""Brogioni"",""NPI"":""0485390701""},{""first_name"":""Duncan"",""last_name"":""Stockoe"",""NPI"":""3147432173""}]",2/5/2019,Langpas
Wartburg College,"[{""first_name"":""Lloyd"",""last_name"":""Prendeville"",""NPI"":""1721474927""}]","[{""first_name"":""Ginger"",""last_name"":""Fulmen"",""NPI"":""0211496081""},{""first_name"":""Harp"",""last_name"":""Valentinetti"",""NPI"":""8173170347""},{""first_name"":""Morgan"",""last_name"":""Dearlove"",""NPI"":""1082842753""},{""first_name"":""Terencio"",""last_name"":""Astell"",""NPI"":""6851194791""},{""first_name"":""Darrel"",""last_name"":""O'Hartigan"",""NPI"":""5812394342""}]",8/15/2019,Dadukou
Osaka College of Music,"[{""first_name"":""Liv"",""last_name"":""Gilmore"",""NPI"":""0268708940""}]","[{""first_name"":""Arri"",""last_name"":""Ackermann"",""NPI"":""7903195441""},{""first_name"":""Gay"",""last_name"":""Dominetti"",""NPI"":""3840583284""},{""first_name"":""Ardra"",""last_name"":""Agar"",""NPI"":""1831256479""},{""first_name"":""Jeanette"",""last_name"":""D'Ambrogi"",""NPI"":""5095812967""},{""first_name"":""Teresita"",""last_name"":""Jewkes"",""NPI"":""8589162788""}]",3/16/2019,Sokolac
Yanbu University College,"[{""first_name"":""Napoleon"",""last_name"":""Kittel"",""NPI"":""6620574920""}]","[{""first_name"":""Howie"",""last_name"":""O'Henery"",""NPI"":""1699710619""},{""first_name"":""Pinchas"",""last_name"":""Feronet"",""NPI"":""4229336837""},{""first_name"":""Stafford"",""last_name"":""Hatzar"",""NPI"":""3649717956""},{""first_name"":""Tabor"",""last_name"":""Danelutti"",""NPI"":""4571188919""},{""first_name"":""Carleton"",""last_name"":""Servis"",""NPI"":""1744868565""}]",4/18/2019,Banatski Despotovac
Boricua College,"[{""first_name"":""Alysia"",""last_name"":""Grennan"",""NPI"":""3126374158""}]","[{""first_name"":""Jedediah"",""last_name"":""Rathke"",""NPI"":""6878406951""},{""first_name"":""Lodovico"",""last_name"":""Beardon"",""NPI"":""6754683945""},{""first_name"":""Maribelle"",""last_name"":""Clyne"",""NPI"":""4765454681""},{""first_name"":""Cinnamon"",""last_name"":""Haggar"",""NPI"":""9211918448""},{""first_name"":""Tobiah"",""last_name"":""Slora"",""NPI"":""1224777417""}]",5/15/2019,Qinxi
Central Police University,"[{""first_name"":""Darrel"",""last_name"":""O'Hartigan"",""NPI"":""5812394342""}]","[{""first_name"":""Terrel"",""last_name"":""Glaum"",""NPI"":""2442162539""},{""first_name"":""Rubina"",""last_name"":""Raven"",""NPI"":""0444040579""},{""first_name"":""Morley"",""last_name"":""Zimmer"",""NPI"":""3528589825""}]",5/6/2019,Fukadale
Université de Cergy-Pontoise,"[{""first_name"":""Agnes"",""last_name"":""Terbeck"",""NPI"":""9588089719""}]","[{""first_name"":""Panchito"",""last_name"":""McGarva"",""NPI"":""8496499359""},{""first_name"":""Donnie"",""last_name"":""Killimister"",""NPI"":""1968499628""},{""first_name"":""Sal"",""last_name"":""Wingate"",""NPI"":""1172238189""},{""first_name"":""Archy"",""last_name"":""Westrope"",""NPI"":""4868118390""},{""first_name"":""Laetitia"",""last_name"":""Fulham"",""NPI"":""9503188946""}]",5/4/2019,Babice
University of Anbar,"[{""first_name"":""Lou"",""last_name"":""Treagus"",""NPI"":""1867394928""}]","[{""first_name"":""Shane"",""last_name"":""Fothergill"",""NPI"":""5215506973""},{""first_name"":""Val"",""last_name"":""Sadat"",""NPI"":""5776107202""},{""first_name"":""Lorain"",""last_name"":""Reavey"",""NPI"":""0281625514""},{""first_name"":""Ninnette"",""last_name"":""Ballach"",""NPI"":""0038494302""},{""first_name"":""Renae"",""last_name"":""Doey"",""NPI"":""9260897807""}]",3/30/2019,Richmond
University of Maryland at Baltimore,"[{""first_name"":""Tye"",""last_name"":""Blandamore"",""NPI"":""7959277311""}]","[{""first_name"":""Ozzy"",""last_name"":""Livings"",""NPI"":""3110594684""},{""first_name"":""Ranee"",""last_name"":""Febre"",""NPI"":""9052994528""},{""first_name"":""Binky"",""last_name"":""Friman"",""NPI"":""6000067615""},{""first_name"":""Anselma"",""last_name"":""Stronach"",""NPI"":""1053627920""},{""first_name"":""Gideon"",""last_name"":""Morhall"",""NPI"":""0153500174""}]",1/22/2019,Harrisburg
Bellarmine College,"[{""first_name"":""Domingo"",""last_name"":""Keaveny"",""NPI"":""1597850187""}]","[{""first_name"":""Pinchas"",""last_name"":""Feronet"",""NPI"":""4229336837""},{""first_name"":""Elie"",""last_name"":""Gruszecki"",""NPI"":""9476356030""},{""first_name"":""Brewer"",""last_name"":""Lias"",""NPI"":""9907182656""}]",5/16/2019,Chicheng
University of South Bohemia,"[{""first_name"":""Lonny"",""last_name"":""Carff"",""NPI"":""6682606990""}]","[{""first_name"":""Dody"",""last_name"":""Tie"",""NPI"":""0363157883""},{""first_name"":""Dido"",""last_name"":""Pavolillo"",""NPI"":""3915637696""},{""first_name"":""Carry"",""last_name"":""Rousby"",""NPI"":""3910038816""}]",8/4/2019,Tokār
Daniel Webster College,"[{""first_name"":""Tilda"",""last_name"":""Barron"",""NPI"":""9121204020""}]","[{""first_name"":""Rolando"",""last_name"":""Radki"",""NPI"":""0704078880""},{""first_name"":""Christabel"",""last_name"":""Muehle"",""NPI"":""2635326207""},{""first_name"":""Corney"",""last_name"":""Richt"",""NPI"":""2045174573""},{""first_name"":""Harland"",""last_name"":""Atwel"",""NPI"":""8384460841""},{""first_name"":""Tome"",""last_name"":""Fahey"",""NPI"":""4738495038""}]",10/6/2019,Kamionka
Shanghai Second Polytechnic University,"[{""first_name"":""Dorolisa"",""last_name"":""Venning"",""NPI"":""8742524237""}]","[{""first_name"":""Godfrey"",""last_name"":""Casa"",""NPI"":""8828863900""},{""first_name"":""Evita"",""last_name"":""Gritsunov"",""NPI"":""4037920190""},{""first_name"":""Ian"",""last_name"":""McGifford"",""NPI"":""7350914989""},{""first_name"":""Xavier"",""last_name"":""Yeldham"",""NPI"":""1662892039""},{""first_name"":""Willie"",""last_name"":""Jeannel"",""NPI"":""0769206360""}]",11/19/2018,Umeå
Fachhochschule Gelsenkirchen,"[{""first_name"":""Dorolisa"",""last_name"":""Venning"",""NPI"":""8742524237""}]","[{""first_name"":""Arlie"",""last_name"":""Kezar"",""NPI"":""5336862274""},{""first_name"":""Briano"",""last_name"":""Barthelet"",""NPI"":""9985719786""},{""first_name"":""Arri"",""last_name"":""Cerith"",""NPI"":""3490696336""},{""first_name"":""Dayna"",""last_name"":""Twort"",""NPI"":""2696982910""},{""first_name"":""Rosemaria"",""last_name"":""Logesdale"",""NPI"":""5772835807""}]",7/27/2019,Proletarsk
Universidad Tecnológica Nacional,"[{""first_name"":""Dav"",""last_name"":""Bottjer"",""NPI"":""7667532974""}]","[{""first_name"":""Sigismondo"",""last_name"":""Ekell"",""NPI"":""7968486696""},{""first_name"":""Hall"",""last_name"":""Bailes"",""NPI"":""6135132636""},{""first_name"":""Ky"",""last_name"":""Hazael"",""NPI"":""2081037920""},{""first_name"":""Adham"",""last_name"":""Broome"",""NPI"":""5206690554""},{""first_name"":""Arlette"",""last_name"":""Bartrum"",""NPI"":""7927274589""}]",1/28/2019,Sagae
Hastings College,"[{""first_name"":""Rowland"",""last_name"":""Poyner"",""NPI"":""9768233729""}]","[{""first_name"":""Louise"",""last_name"":""Cudworth"",""NPI"":""5911112973""},{""first_name"":""Augy"",""last_name"":""Blick"",""NPI"":""1346802653""},{""first_name"":""Gale"",""last_name"":""Hulance"",""NPI"":""9017679476""},{""first_name"":""Eric"",""last_name"":""Whyler"",""NPI"":""7330842532""}]",8/22/2019,Guojiazhuang
Iran University of Science and Technology Tehran,"[{""first_name"":""Shanan"",""last_name"":""Kelcher"",""NPI"":""4135071937""}]","[{""first_name"":""Daniella"",""last_name"":""Martynikhin"",""NPI"":""2332419470""},{""first_name"":""Brett"",""last_name"":""Vaugham"",""NPI"":""8904255325""},{""first_name"":""Clarinda"",""last_name"":""Kellaway"",""NPI"":""4561212906""},{""first_name"":""Debbi"",""last_name"":""Lushey"",""NPI"":""8896992702""},{""first_name"":""Rubina"",""last_name"":""Raven"",""NPI"":""0444040579""}]",3/12/2019,Nakonde
Mimar Sinan University,"[{""first_name"":""Blinny"",""last_name"":""Rattenberie"",""NPI"":""1581686382""}]","[{""first_name"":""Lucine"",""last_name"":""Measom"",""NPI"":""8082389370""},{""first_name"":""Denyse"",""last_name"":""Cozzi"",""NPI"":""9238363994""},{""first_name"":""Michell"",""last_name"":""Crutchley"",""NPI"":""4445162957""},{""first_name"":""Leonhard"",""last_name"":""Elsmore"",""NPI"":""0330514881""}]",2/22/2019,Orange
State University of New York at Albany,"[{""first_name"":""Gavin"",""last_name"":""Kerbey"",""NPI"":""9444803023""}]","[{""first_name"":""Arri"",""last_name"":""Ackermann"",""NPI"":""7903195441""},{""first_name"":""Hamel"",""last_name"":""Blesli"",""NPI"":""1219236861""},{""first_name"":""Wylma"",""last_name"":""Philler"",""NPI"":""9786032071""},{""first_name"":""Conan"",""last_name"":""Fewkes"",""NPI"":""0969075561""}]",8/9/2019,Yutsa
St. Petersburg College,"[{""first_name"":""Hirsch"",""last_name"":""Collihole"",""NPI"":""8132014618""}]","[{""first_name"":""Corey"",""last_name"":""Bydaway"",""NPI"":""6870320748""},{""first_name"":""Jewell"",""last_name"":""Sutlieff"",""NPI"":""8859292697""},{""first_name"":""Morgana"",""last_name"":""Luckes"",""NPI"":""1173496718""},{""first_name"":""Dayna"",""last_name"":""Twort"",""NPI"":""2696982910""}]",5/5/2019,San Francisco
Pace University  Pleasantville/Briarcliff,"[{""first_name"":""Kaitlin"",""last_name"":""Drinkhall"",""NPI"":""9960715671""}]","[{""first_name"":""Jacqui"",""last_name"":""Garling"",""NPI"":""7854121877""},{""first_name"":""Elie"",""last_name"":""Gruszecki"",""NPI"":""9476356030""},{""first_name"":""Saleem"",""last_name"":""Grimme"",""NPI"":""8869157539""},{""first_name"":""Ab"",""last_name"":""Dunham"",""NPI"":""2792742674""},{""first_name"":""Lea"",""last_name"":""Coulman"",""NPI"":""0647118076""}]",3/10/2019,Bilar
Global Business School Barcelona,"[{""first_name"":""Tobie"",""last_name"":""Barnwille"",""NPI"":""4862985874""}]","[{""first_name"":""Josy"",""last_name"":""Birkenhead"",""NPI"":""0783204426""},{""first_name"":""Gwennie"",""last_name"":""Kehoe"",""NPI"":""2530014965""},{""first_name"":""Valentin"",""last_name"":""Coplestone"",""NPI"":""6314554896""},{""first_name"":""Amelita"",""last_name"":""Henrique"",""NPI"":""3698987708""}]",11/20/2018,Batutulis
Katholieke Universiteit Leuven,"[{""first_name"":""Dorey"",""last_name"":""Gogay"",""NPI"":""8716942612""}]","[{""first_name"":""Cecilius"",""last_name"":""Reddin"",""NPI"":""0769830145""},{""first_name"":""Teresita"",""last_name"":""Jewkes"",""NPI"":""8589162788""},{""first_name"":""Dacia"",""last_name"":""Farrear"",""NPI"":""7478060420""}]",4/3/2019,Qesarya
